标题,标题链接,头像,user-detail__name,totalStarIcon1,resource_date
寒山寺位于苏州西郊，已有一千四百多年的历史，因唐代诗人张继的名诗《枫桥夜泊》中“姑苏城外寒山寺、夜半钟声到客船”一句而闻名天下。非常值得一去，心诚则灵。拍的照片也非常喜欢。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164786414.html,https://dimg04.c-ctrip.com/images/0Z84h1200086tw6b2FB6C_C_180_180.jpg,pp2018,5分,2020/10/15
今天正好初一 各路神仙都拜过 心里超安慰总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165949451.html,https://dimg04.c-ctrip.com/images/Z80o180000013ulo9C34A_C_180_180.jpg,M45****9461,5分,2021/3/13
"慕名而来～
寒山寺内不大，二十元门票也不算贵！外面有一圈景区，有河、有亭台、碑文，可以逛两个小时～
停车很方便，斜对面就是停车场。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165453683.html,https://dimg04.c-ctrip.com/images/t1/headphoto/295/828/780/6e6c2151ed65497c850945d5d2b702ae_C_180_180.jpg,阿摩尼亚,5分,2021/1/2
个人比较喜欢寺庙 ?尤其是这种少年古刹 ? 地方不大 ?元旦就是特意过来烧香来了 ?花5元钱还可以敲钟 ?挺好的景色不错，性价比高，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165532031.html,https://dimg04.c-ctrip.com/images/t1/headphoto/164/424/952/04eab99bd26f47acadef4fd3f95b9f37_C_180_180.jpg,梦鸽爱吃猫,5分,2021/1/13
景色不错，总体超赞，有趣好玩，虽然还来苏州还是在6年前。那次就差寒山寺没去，遗憾终于在今年补上了。还有好友陪着，风景很不错，夜泊枫桥近酒家，枫桥，寒山寺，配上冬天，傍晚，很有意境。景区挺不错，还有旁边免费的京杭大运河，超赞。苏州这个城市，很赞?,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165452267.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,Mandy_wang521,5分,2021/1/2
陪北方来的亲戚去寒山寺拜佛，现场购买门票20元，寺里没有清香赠送，需要自己"请香"，最便宜的80元一副香。寺庙占地面积并不大，游客特别是团队客人很多，不安静，商业化严重，离我心中的真正佛门净地标准相差太远，如果不是陪亲戚我是不会去的，也看不到一位苏州本地的香客。逛完寒山寺，可以到紧挨着的枫桥景区逛逛，虽然是新建的，但不收门票。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165401552.html,https://dimg04.c-ctrip.com/images/Z80n170000012xxthD72C_C_180_180.jpg,风随心动1976,3分,2020/12/27
寒山寺里环境清幽，漫天漫地枫叶绵绵（如果不是枫叶请指正）还有其他大树，总之就很漂亮的。?但是原来寒山寺不大哈，我以为很大的在一座山上的那种，走个半小时吧就出门了。由于众所周知的原因，《枫桥夜泊》这首诗实在太出名了，从小读到大，意境早已深深刻在脑海里。周边有些新建的景点，也是可以配套逛逛的。总体来说，非常值得打卡哈～ ??,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165348546.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g3/M09/CD/7F/CggYGlXW2z-APgppAAAvZHpZSnA097_C_180_180.jpg,阿DON,4分,2020/12/20
“姑苏城外寒山寺，夜半钟声到客船。”落第书生张继的一首《枫桥夜泊》让寒山寺的大名名传千古，而它最初的名字“妙利普明塔院”却渐渐的不为人知。寒山寺因为诗歌的掩映，总与愁绪联系在一起，寒山寺的钟声在荡涤在每个中国人的心中。至今每年新年第一个敲钟的名额，都会引起万人的争抢。张继或许永远不会知道，他孤寂落寞之下写下的一首随笔，会造成千年来的趋之若鹜。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163001721.html,https://dimg04.c-ctrip.com/images/Z80u0w000000k9tyr3474_C_180_180.jpg,天之彼方21,5分,2020/3/13
"公交坐到何山桥站、来凤桥站可到。
门票20元，网上提前至少一天订票有优惠。游览参考用时1.5小时。
寒山寺景区分两个部分：一个部分是比较明显的寒山寺照壁走进去的地方，是寒山寺的主要老建筑所在。逛完有时间的话可以顺便在这里的素斋馆吃个素面，15元/碗，价格实在，干净卫生。另一部分则是从沿路过来的工艺品店门口进入的新建的梵音阁和枫桥夜泊大石刻，梵音阁是寒山寺大钟所在的地方，不过好像开放的时候不多，要碰运气。
分两部分逛有点麻烦呢，希望有一日枫桥和寒山寺景区可以合并起来哦。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/158562535.html,https://dimg04.c-ctrip.com/images/Z80314000000wkrkmEE25_C_180_180.jpg,爱旅行的猪仔,4分,2019/4/27
“月落乌啼霜满天 ，江枫渔火对愁眠，姑苏城外寒山寺 ，夜半钟声到客船”，寒山寺此情此景，令人陶醉其中，只有身临其境才能感受得到它的意境与美。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164971718.html,https://dimg04.c-ctrip.com/images/Z806180000014r4pz3AE0_C_180_180.jpg,gz当地向导伊妹儿,5分,2020/11/5
秋天的尾巴，去烧烧香哈哈哈,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165704847.html,https://dimg04.c-ctrip.com/images/0Z859120008eqmsfvC1B6_C_180_180.jpg,Lynn999,5分,2021/2/10
初识寒山寺还是在武侠小说里，后来终于有机会一睹真颜。寒山寺并不大，里面最惊喜的就是喂锦鲤吧，跳跃着很好看,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165927763.html,https://dimg04.c-ctrip.com/images/Z8090z000000mmddxEA7E_C_180_180.jpg,魏成年本尊,5分,2021/3/10
景色不错，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165737312.html,https://dimg04.c-ctrip.com/images/t1/headphoto/646/318/109/a865fe5f5465407d8befd5dc487a8554_C_180_180.jpg,M22****3576,5分,2021/2/14
"枫桥夜泊，寒山寺，哈哈，听到这个，就想到小时候的诗，准备去的时候，心情那个澎湃呀，到了果然，感受作者的心情，也是祈福圣地呀，我们到的非常早，早上7点就到了，等老公祈福后就门口苏州面馆吃了斋面，第一次吃素斋面，味道很美味哟，很棒啦
【景色】很美",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165249076.html,https://dimg04.c-ctrip.com/images/Z801170000013064n0DD3_C_180_180.jpg,ToMaT,5分,2020/12/6
感觉香火还是挺旺盛的，也没有什么强迫推销，蛮正规的拜佛的地方，虽然不大但是每个地方的感觉都还不错，拜完之后在寺裡用餐素斋确实挺好吃的，观音面啊，炸耦盒都很好，面的浇头汤头，看起来有点油但是，香，好喝，面的口感也不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165001820.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,安娜塔拉薇莉岛元英,4分,2020/11/6
"“姑苏城外寒山寺，夜半钟声到客船”，以前从古寺里读到的景色，真的呈现在眼前真的感觉挺特别 。
  去苏州除了园林景观，寒山寺也是一个必逛的景点，寒山寺是苏州很有名的千年古寺，据说建于唐代。寺庙很大，里面还有一座很高的佛塔，景色挺不错，可惜我们去的时候雪化了，据说前几天下雪时景色更美。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164678363.html,https://dimg04.c-ctrip.com/images/Z80411000000r7duj22EE_C_180_180.jpg,人生若只如初见AA,4分,2020/10/7
非常喜欢寒山寺！国家级著名景点就不用多说了。服务方面体验没有什么不快。去的那天赶上大晴天，景色更美。其中塔院整个是盛唐风格建筑，极有特色，院墙四面内壁布满书法家名人题写的枫桥夜泊诗。那座古钟楼庄严厚重，穿越古今的感觉，尤其特别喜欢。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164544733.html,https://dimg04.c-ctrip.com/images/t1/headphoto/272/077/772/76b262d0cc24492abc5c6784c903c2ab_C_180_180.jpg,M16****955,5分,2020/9/27
寒山寺因为唐代诗人张继的一首《枫桥夜泊》而声名远扬，是到苏州游玩一定要来打卡的地方，这里平时游客很多，香火旺盛，十分热闹。往江边走紧邻着还有个枫桥景区。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165126371.html,https://dimg04.c-ctrip.com/images/Z80d10000000ppw700DEC_C_180_180.jpg,wnYYY,5分,2020/11/21
寒山寺是苏州的一张名片，之前来过一次只是在外面走走，没有买票进去。这次有点时间，就买20元门票去拜谒。古寺保持着古朴亲民的风貌，香火传承，可以静心走走。吃了碗寺内素斋面，清心寡欲，感受尘世与佛境之间不一样的人间烟火。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165606907.html,https://dimg04.c-ctrip.com/images/Z80r0z000000miue168C2_C_180_180.jpg,ZJUJZ,5分,2021/1/25
寒山寺内威仪感強，布局紧凑，捐20元获赠＂金牛聚福 扭转乾坤＂字幅，还有钟楼金粉装修，5元可上楼敲钟，有方丈在跨年敲108下钟声响起，去烦恼迎新福的传统活动。寺前枫桥夜泊铁岭关留影，清静干净整洁，运河上不时有船，景色优美。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165446208.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M61****38,5分,2021/1/2
姑苏城外寒山寺，夜半钟声到客船。当你走进寒山寺庙门门，寺庙钟楼的钟声便始终萦绕于耳。秋天的寒山寺有大片的银杏树，银杏叶落在石子路上，风景很美。寺庙里的香火气也较浓重，不乏有人陆陆续续的烧香祈福，整个寺庙面积并不大，但是值得一逛。旁边还有枫桥古镇，买了寒山寺的门票就能进去观光。时间充足的话可以自己买个语音讲解或者蹭蹭旅游团的导游解说。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165149027.html,https://dimg04.c-ctrip.com/images/0Z82e120008a79rnpD192_C_180_180.jpg,郭源潮啊啊啊,5分,2020/11/24
"携程上预订门票，多少有点优惠，而且确认快，景区有网络订票取票机，取票非常方便。
寒山寺以唐朝诗人张继的诗句“姑苏城外寒山寺，夜半钟声到客船”而闻名，但在苏州，以前并不算标志性景区。这几年寒山寺被修葺一新，又与周边枫桥地区以及铁铃关一起组成枫桥景区，既有秀美的自然风光，也有精彩的历史故事。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164824279.html,https://dimg04.c-ctrip.com/images/0Z804120008g820vo33A2_C_180_180.jpg,听足音,5分,2020/10/19
中国最有名的寺庙之一，一首姑苏城外寒山寺，夜半钟声到客船过流传千古,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165758641.html,https://dimg04.c-ctrip.com/images/0Z82r120008fq2wmm5DB8_C_180_180.jpg,pekingwang,5分,2021/2/16
“姑苏城外寒山寺，夜半钟声到客船”，莫名而来，此情此景，勿需多言！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165409901.html,https://dimg04.c-ctrip.com/images/Z80j170000011trms7D4C_C_180_180.jpg,M23****2473,5分,2020/12/28
景色不错，历史文化厚重！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165937770.html,https://dimg04.c-ctrip.com/images/t1/headphoto/258/512/704/6bce7506eecc48f8a4a6d3177e0acf24_C_180_180.jpg,M23****3500,5分,2021/3/11
小而精致，风格日式，不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165778828.html,https://dimg04.c-ctrip.com/images/t1/headphoto/119/233/183/1305a5c4557a470d8a23d39565976688_C_180_180.jpg,陪我去流浪吧a,5分,2021/2/18
月落孤蹄霜满天，江枫雨火对愁眠，姑苏城外寒山寺，夜半钟声到客船。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165418210.html,https://dimg04.c-ctrip.com/images/Z80c1600000108w2zE1E1_C_180_180.jpg,Vincent-JK,5分,2020/12/29
值得一去。很有意义。附近就是枫桥那边。团队比较多，可以听导游讲故事。相当于去了两个地方。枫桥和寒山寺是相辅相成的。挨着的。有大钟，有碑。寒山寺也可以敲钟。5块钱3下。挺好的。有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164724544.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,M11****782,5分,2020/10/9
因张继《枫桥夜泊》而闻名的寒山寺，苏州旅游必打卡之地！很棒！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165363908.html,https://dimg04.c-ctrip.com/images/t1/headphoto/491/056/464/eb3c7472323e4c3598f58ffa8a6fce99_C_180_180.jpg,HoyinLee,5分,2020/12/22
静心之地，不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165856086.html,https://dimg04.c-ctrip.com/images/t1/headphoto/136/299/437/649eb217e3e54746b7a53b8665e14b00_C_180_180.jpg,M22****1603,5分,2021/2/28
因一首诗名扬天下，景色不错，江南气息，很值得去体验。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165917000.html,https://dimg04.c-ctrip.com/images/t1/headphoto/397/132/243/542067aa29904ae9aca7e88f43eaeb6f_C_180_180.jpg,M15****854,5分,2021/3/8
"【景色】比较好
【趣味】适合家庭出游
【性价比】价格便宜",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165905567.html,https://dimg04.c-ctrip.com/images/t1/headphoto/903/173/918/eb4b7bea9720440dac09eab89328ab00_C_180_180.jpg,克罗斯盖茨荀攸,5分,2021/3/7
"姑苏城外寒山寺，夜半钟声到客船。
特意撞了三下钟，挺不错的体验！相对来说，附近不是很好打车，不过值得一去，大概游玩时间2h左右为佳性价比高，总体超赞，有趣好玩，景色不错，",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165698771.html,https://dimg04.c-ctrip.com/images/0Z86z120008gx25azA529_C_180_180.jpg,Thomas trips,5分,2021/2/9
寒山寺小而精，自然景观与人文景观都好。如果对人文感兴趣，寺庙内外的碑刻内容丰富，可细细品味，花上一整天都可。如果对人文没兴趣，走马观花半小时足矣。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164453854.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,118****813,5分,2020/9/16
寒山去看一看吧，有点文化历史，门外商业味太浓,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165941340.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,yanyong_2nd,5分,2021/3/12
姑苏城外寒山寺，夜半钟声到客船。寒山寺是人的名字，寒山寺并没有山。基本都是旅游团。自由行可以游完寒山寺，在游览枫桥景区，京杭大运河。地铁有一段距离，交通不是很方便。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164694328.html,https://dimg04.c-ctrip.com/images/Z80p1f000001fy41b1BF6_C_180_180.jpg,e19****83,5分,2020/10/7
交通便利，这个季节人不是很多，枫叶蛮好看的,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165293463.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M41****236,5分,2020/12/12
景色不错，有趣好玩，性价比高，总体超赞，寻找诗歌中的景点第一站！可是看来看去就那么一句“姑苏城外寒山寺，夜半钟声到客船”,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165959901.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,186****8110,5分,2021/3/14
很有诗书情谊的地方，真可以去体验一下的。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165828471.html,https://dimg04.c-ctrip.com/images/t1/headphoto/113/403/068/5324ca273df646f7a4cd92dae71ea203_C_180_180.jpg,豆豆0401,5分,2021/2/24
好?很非常好玩！免费呃呃呃！来了不后悔,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165732634.html,https://dimg04.c-ctrip.com/images/t1/headphoto/272/077/772/76b262d0cc24492abc5c6784c903c2ab_C_180_180.jpg,M23****1619,5分,2021/2/14
一般吧，除门票外额外收费挺多的，但是不强制，全凭自愿。我是提前一天定的票，其实已经订不到第二天的票了，但是看到下面有个套餐是门票加素面馆一碗素面的套票可以订第二天的，本来觉得挺坑的，但是出乎意料，素面还挺好吃的，去掉门票应该算十七块钱，也不贵,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165729100.html,https://dimg04.c-ctrip.com/images/t1/headphoto/057/777/943/0b93f8268d5546308915f4f9fcaa9483_C_180_180.jpg,M33****4723,3分,2021/2/13
总体超赞，有趣好玩，景色不错，性价比高，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165516333.html,https://dimg04.c-ctrip.com/images/Z804180000013uqy3DB02_C_180_180.jpg,爱知县石碏,5分,2021/1/10
也就是名气大，冲名气大去的，寺院很大，夜半钟声到客船，要想看寺院的钟，得另外买票，管理混乱，苏州出租车允许5个客人坐车，连司机6个人了，想停就停，喇叭按得让人受不了，交警脾气很大，文明程度比起杭州差远了。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165371094.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,M79****46,4分,2020/12/23
总体超赞，性价比高，寒山寺枫桥一同游览了,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165300743.html,https://dimg04.c-ctrip.com/images/Z80o180000013ulur1D76_C_180_180.jpg,M44****9076,5分,2020/12/13
"苏州城外的寒山寺因唐代诗人张继的《枫桥夜泊》（唐代 张继）而闻名遐迩：

月落乌啼霜满天，江枫渔火对愁眠。姑苏城外寒山寺，夜半钟声到客船。 

译文：月亮已落下乌鸦啼叫寒气满天， 对着江边枫树和渔火忧愁而眠。姑苏城外那寂寞清静寒山古寺， 半夜里敲钟的声音传到了客船。
【景色】因古老的寺庙而吸引大批游客，有历史的底蕴。
【趣味】因那首家喻户晓的诗而闻名天下
【性价比】门票通过携程预定，仅需18,性价比超高",https://gs.ctrip.com/html5/you/comment/detail/3765/11/158279162.html,https://dimg04.c-ctrip.com/images/Z80k0n000000eo5d8A775_C_180_180.jpg,XC诺维治,5分,2019/4/4
一早过去，人不多，寺庙不大，清净优雅。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165635407.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M40****805,5分,2021/1/30
是一个古老的寺院，交通便利，推荐一下,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165800132.html,https://dimg04.c-ctrip.com/images/Z80f0p000000fpnhm33A0_C_180_180.jpg,栀子花开,5分,2021/2/21
不错，就是有点小。。。。。。。。。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165907353.html,https://dimg04.c-ctrip.com/images/Z80h0v000000jk1bv642B_C_180_180.jpg,wangli125125,5分,2021/3/7
这里风景不错，环境惬意，值得推荐。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165833842.html,https://dimg04.c-ctrip.com/images/t1/headphoto/724/518/802/e201a429d7a54f72ade0df32a3d59b2f_C_180_180.jpg,M22****1263,5分,2021/2/25
寒山寺的钟声闻名于世，可以去看看！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165789701.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M10****037,5分,2021/2/20
去寒山寺听新年钟声是很多人的愿望！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165729378.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,理塘石碏,5分,2021/2/13
